COMPANY_CD(String),ContactName(String),COMPANY_NM(String),PRODUCT_CD(Integer),PRODUCT_NM(String),QTY(Integer),discount(Float),COST(Float),OrderDate(DateTime)
SAVEA,Jose Pavarotti,Save-a-lot Markets,41,Jack's New England Clam Chowder,12,0,"9.65",05/31/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,68,Scottish Longbreads,40,"0.2","12.5",11/10/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,59,Raclette Courdavault,7,0,55,12/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,68,Scottish Longbreads,45,0,"12.5",11/29/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,2,Chang,100,"0.25",19,05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,59,Raclette Courdavault,40,"0.15",44,11/08/1994 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,68,Scottish Longbreads,80,"0.25","12.5",04/10/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,36,Inlagd Sill,40,0,19,04/29/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,12,Queso Manchego La Pastora,100,0,38,10/24/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,1,Chai,5,"0.2",18,11/10/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,34,Sasquatch Ale,12,"0.2",14,11/10/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,34,Sasquatch Ale,30,0,14,12/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,35,Steeleye Stout,70,"0.15","14.4",11/08/1994 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,14,Tofu,30,"0.2","23.25",07/03/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,62,Tarte au sucre,15,0,"49.3",09/11/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,35,Steeleye Stout,30,0,"14.4",01/30/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,37,Gravad lax,60,"0.2",26,02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,40,Boston Crab Meat,40,0,"18.4",12/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,62,Tarte au sucre,30,0,"49.3",12/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,16,Pavlova,21,"0.15","13.9",11/08/1994 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,36,Inlagd Sill,55,0,19,08/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,64,Wimmers gute Semmelknodel,20,0,"33.25",05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,13,Konbu,80,0,6,05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,13,Konbu,56,0,6,05/06/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,13,Konbu,84,"0.15",6,04/26/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,64,Wimmers gute Semmelknodel,24,0,"33.25",12/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,62,Tarte au sucre,30,"0.25","49.3",04/10/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,35,Steeleye Stout,15,"0.15",18,05/06/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,13,Konbu,28,"0.05",6,03/20/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,63,Vegie-spread,80,"0.15","35.1",11/08/1994 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,14,Tofu,42,"0.25","18.6",01/25/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,2,Chang,45,"0.15","15.2",03/13/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,17,Alice Mutton,100,0,39,08/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,2,Chang,3,0,19,11/29/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,2,Chang,30,"0.25",19,11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,41,Jack's New England Clam Chowder,42,0,"9.65",11/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,41,Jack's New England Clam Chowder,120,0,"9.65",10/24/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,31,Gorgonzola Telino,50,0,"12.5",11/29/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,41,Jack's New England Clam Chowder,24,0,"9.65",10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,31,Gorgonzola Telino,44,"0.25","12.5",04/10/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,76,Lakkalikoori,80,0,18,08/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,16,Pavlova,55,0,"17.45",04/29/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,1,Chai,80,"0.2",18,02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,60,Camembert Pierrot,30,0,34,10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,15,Genen Shouyu,50,0,"15.5",10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,40,Boston Crab Meat,42,0,"18.4",08/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,2,Chang,25,"0.25","15.2",01/25/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,60,Camembert Pierrot,45,"0.2",34,02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,61,Sirop d'erable,90,"0.15","22.8",03/13/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,1,Chai,45,0,18,05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,33,Geitost,14,0,"2.5",08/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,33,Geitost,30,0,"2.5",10/24/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,33,Geitost,16,0,"2.5",02/05/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,16,Pavlova,49,"0.15","13.9",03/13/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,59,Raclette Courdavault,100,"0.25",55,05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,60,Camembert Pierrot,40,0,34,08/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,46,Spegesild,24,0,12,11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,56,Gnocchi di nonna Alice,28,0,38,12/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,10,Ikura,70,0,31,08/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,25,NuNuCa Nuss-Nougat-Creme,7,"0.25","11.2",01/25/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,23,Tunnbrod,44,0,9,12/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,56,Gnocchi di nonna Alice,18,"0.25",38,11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,47,Zaanse koeken,50,"0.25","9.5",11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,56,Gnocchi di nonna Alice,45,0,38,10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,19,Teatime Chocolate Biscuits,35,"0.2","9.2",07/03/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,46,Spegesild,30,0,"9.6",11/08/1994 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,53,Perth Pasties,25,"0.1","32.8",05/31/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,51,Manjimup Dried Apples,20,"0.2",53,07/03/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,54,Tourtiere,30,0,"7.45",10/24/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,46,Spegesild,45,0,12,10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,45,Rogede sild,110,0,"9.5",11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,26,Gumbar Gummibarchen,30,0,"31.23",11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,55,Pate chinois,40,0,24,05/06/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,49,Maxilaku,25,"0.05",20,08/18/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,49,Maxilaku,18,0,20,08/28/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,47,Zaanse koeken,10,0,"9.5",10/05/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,55,Pate chinois,4,"0.1",24,05/31/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,56,Gnocchi di nonna Alice,40,"0.2",38,07/03/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,55,Pate chinois,120,"0.1","19.2",01/30/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,73,Rod Kaviar,35,"0.15",15,09/11/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,22,Gustaf's Knackebrod,48,0,21,08/18/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,54,Tourtiere,32,"0.15","7.45",03/13/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,28,Rossle Sauerkraut,15,0,"36.4",03/23/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,26,Gumbar Gummibarchen,70,"0.25","24.9",01/25/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,72,Mozzarella di Giovanni,50,0,"34.8",04/10/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,45,Rogede sild,36,"0.2","9.5",02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,49,Maxilaku,20,"0.15",20,03/13/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,24,Guarana Fantastica,20,0,"4.5",04/29/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,44,Gula Malacca,100,"0.05","15.5",03/23/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,24,Guarana Fantastica,18,"0.2","4.5",07/03/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,71,Flotemysost,16,0,"21.5",05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,75,Rhonbrau Klosterbier,42,0,"7.75",11/29/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,7,Uncle Bob's Organic Dried Pears,45,0,30,08/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,19,Teatime Chocolate Biscuits,12,0,"9.2",11/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,71,Flotemysost,55,"0.2","21.5",02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,19,Teatime Chocolate Biscuits,12,"0.2","9.2",02/22/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,75,Rhonbrau Klosterbier,36,"0.1","7.75",05/19/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,69,Gudbrandsdalsost,50,"0.05",36,03/20/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,29,Thuringer Rostbratwurst,36,0,"123.79",05/19/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,10,Ikura,18,0,31,11/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,5,Chef Anton's Gumbo Mix,70,0,"21.35",05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,24,Guarana Fantastica,21,0,"4.5",05/17/1996 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,71,Flotemysost,60,"0.2","21.5",11/10/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,53,Perth Pasties,120,0,"32.8",11/21/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,72,Mozzarella di Giovanni,12,0,"34.8",08/22/1995 0:00:00
SAVEA,Jose Pavarotti,Save-a-lot Markets,29,Thuringer Rostbratwurst,24,"0.15",99,03/13/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,49,Maxilaku,4,"0.15",20,01/30/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,16,Pavlova,56,"0.05","13.9",12/22/1994 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,68,Scottish Longbreads,20,0,"12.5",03/06/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,60,Camembert Pierrot,80,"0.05","27.2",12/22/1994 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,24,Guarana Fantastica,80,"0.05","3.6",04/12/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,53,Perth Pasties,40,0,"26.2",01/19/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,10,Ikura,36,0,31,01/30/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,36,Inlagd Sill,60,0,19,06/23/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,41,Jack's New England Clam Chowder,6,"0.1","9.65",06/01/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,32,Mascarpone Fabioli,24,"0.15",32,06/23/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,20,Sir Rodney's Marmalade,15,"0.1",81,06/01/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,37,Gravad lax,18,"0.1",26,06/01/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,11,Queso Cabrales,50,"0.1",21,01/26/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,11,Queso Cabrales,10,0,21,03/06/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,52,Filo Mix,20,"0.2","5.6",01/19/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,28,Rossle Sauerkraut,24,0,"45.6",01/30/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,51,Manjimup Dried Apples,10,"0.1",53,01/26/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,45,Rogede sild,15,"0.2","7.6",01/19/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,51,Manjimup Dried Apples,18,0,"42.4",04/12/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,17,Alice Mutton,25,"0.1",39,06/01/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,39,Chartreuse verte,20,"0.15","14.4",01/09/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,28,Rossle Sauerkraut,20,"0.15","36.4",01/09/1995 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,23,Tunnbrod,50,0,9,03/06/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,31,Gorgonzola Telino,70,"0.05",10,12/22/1994 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,1,Chai,40,0,18,03/06/1996 0:00:00
SEVES,Hari Kumar,Seven Seas Imports,54,Tourtiere,7,"0.1","7.45",01/26/1996 0:00:00
SIMOB,Jytte Petersen,Simons bistro,38,Cote de Blaye,50,0,"210.8",02/16/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,33,Geitost,8,0,2,11/29/1994 0:00:00
SIMOB,Jytte Petersen,Simons bistro,77,Original Frankfurter grune Sosse,35,0,"10.4",02/16/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,51,Manjimup Dried Apples,30,"0.25",53,01/29/1996 0:00:00
SIMOB,Jytte Petersen,Simons bistro,36,Inlagd Sill,30,0,19,10/16/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,61,Sirop d'erable,20,"0.2","28.5",09/22/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,62,Tarte au sucre,5,"0.25","49.3",01/29/1996 0:00:00
SIMOB,Jytte Petersen,Simons bistro,55,Pate chinois,60,"0.25",24,01/29/1996 0:00:00
SIMOB,Jytte Petersen,Simons bistro,72,Mozzarella di Giovanni,24,0,"34.8",07/04/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,30,Nord-Ost Matjeshering,25,"0.25","25.89",01/29/1996 0:00:00
SIMOB,Jytte Petersen,Simons bistro,68,Scottish Longbreads,36,"0.25",10,02/16/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,59,Raclette Courdavault,9,"0.15",44,11/29/1994 0:00:00
SIMOB,Jytte Petersen,Simons bistro,21,Sir Rodney's Scones,30,"0.2",10,09/22/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,46,Spegesild,2,"0.25","9.6",02/16/1995 0:00:00
SIMOB,Jytte Petersen,Simons bistro,16,Pavlova,14,"0.05","17.45",06/05/1996 0:00:00
SPECD,Dominique Perrier,Specialites du monde,75,Rhonbrau Klosterbier,14,0,"7.75",03/27/1996 0:00:00
SPECD,Dominique Perrier,Specialites du monde,18,Carnarvon Tigers,6,0,"62.5",04/19/1996 0:00:00
SPECD,Dominique Perrier,Specialites du monde,38,Cote de Blaye,5,0,"263.5",04/19/1996 0:00:00
SPECD,Dominique Perrier,Specialites du monde,16,Pavlova,3,0,"17.45",12/13/1995 0:00:00
SPECD,Dominique Perrier,Specialites du monde,69,Gudbrandsdalsost,10,0,36,04/19/1996 0:00:00
SPECD,Dominique Perrier,Specialites du monde,11,Queso Cabrales,10,0,21,05/22/1996 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,54,Tourtiere,40,0,"5.9",03/03/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,54,Tourtiere,24,0,"5.9",12/09/1994 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,68,Scottish Longbreads,6,"0.2","12.5",12/28/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,51,Manjimup Dried Apples,6,0,53,02/08/1996 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,63,Vegie-spread,10,0,"43.9",04/24/1996 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,18,Carnarvon Tigers,21,"0.2","62.5",12/28/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,38,Cote de Blaye,20,"0.05","210.8",11/15/1994 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,30,Nord-Ost Matjeshering,8,"0.05","20.7",11/15/1994 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,56,Gnocchi di nonna Alice,18,"0.25","30.4",01/02/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,7,Uncle Bob's Organic Dried Pears,10,"0.2",24,01/17/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,36,Inlagd Sill,20,"0.2",19,12/28/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,19,Teatime Chocolate Biscuits,10,"0.05","7.3",11/15/1994 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,35,Steeleye Stout,20,0,18,02/08/1996 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,69,Gudbrandsdalsost,20,"0.2",36,12/28/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,29,Thuringer Rostbratwurst,20,0,99,01/02/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,68,Scottish Longbreads,8,"0.2",10,01/17/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,33,Geitost,24,0,2,09/01/1994 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,26,Gumbar Gummibarchen,10,0,"24.9",03/03/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,60,Camembert Pierrot,20,"0.2","27.2",01/17/1995 0:00:00
SPLIR,Art Braunschweiger,Split Rail Beer &amp; Ale,56,Gnocchi di nonna Alice,12,"0.05","30.4",11/15/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,43,Ipoh Coffee,20,0,"36.8",03/29/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,28,Rossle Sauerkraut,28,0,"36.4",10/11/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,27,Schoggi Schokolade,25,0,"43.9",04/05/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,54,Tourtiere,10,0,"7.45",05/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,20,Sir Rodney's Marmalade,40,"0.05","64.8",08/09/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,33,Geitost,25,"0.05",2,08/09/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,56,Gnocchi di nonna Alice,30,0,38,02/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,58,Escargots de Bourgogne,30,"0.2","13.25",04/05/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,43,Ipoh Coffee,12,0,"36.8",10/11/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,26,Gumbar Gummibarchen,30,0,"24.9",03/29/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,4,Chef Anton's Cajun Seasoning,21,0,22,02/22/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,24,Guarana Fantastica,12,0,"4.5",03/14/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,17,Alice Mutton,40,0,"31.2",10/11/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,40,Boston Crab Meat,5,"0.2","18.4",05/21/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,10,Ikura,16,0,31,02/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,21,Sir Rodney's Scones,36,0,10,04/05/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,19,Teatime Chocolate Biscuits,21,0,"7.3",04/04/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,35,Steeleye Stout,60,0,18,05/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,71,Flotemysost,30,0,"21.5",05/21/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,52,Filo Mix,2,0,7,05/21/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,42,Singaporean Hokkien Fried Mee,30,0,14,05/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,55,Pate chinois,25,"0.2",24,04/05/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,56,Gnocchi di nonna Alice,15,0,"30.4",03/29/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,31,Gorgonzola Telino,35,"0.15",10,04/14/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,28,Rossle Sauerkraut,30,0,"36.4",03/29/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,76,Lakkalikoori,42,"0.15","14.4",04/14/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,59,Raclette Courdavault,50,0,55,02/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,71,Flotemysost,50,0,"17.2",03/29/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,42,Singaporean Hokkien Fried Mee,2,0,14,01/05/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,1,Chai,10,0,18,05/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,60,Camembert Pierrot,40,0,"27.2",08/09/1994 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,70,Outback Lager,30,0,15,02/22/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,77,Original Frankfurter grune Sosse,15,0,13,02/20/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,66,Louisiana Hot Spiced Okra,60,"0.15","13.6",04/14/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,2,Chang,20,0,19,03/14/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,74,Longlife Tofu,20,0,10,02/22/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,77,Original Frankfurter grune Sosse,25,0,13,03/14/1996 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,42,Singaporean Hokkien Fried Mee,50,0,"11.2",04/04/1995 0:00:00
SUPRD,Pascale Cartrain,Supremes delices,70,Outback Lager,30,0,15,03/14/1996 0:00:00
THEBI,Liz Nixon,The Big Cheese,62,Tarte au sucre,5,0,"39.4",10/21/1994 0:00:00
THEBI,Liz Nixon,The Big Cheese,72,Mozzarella di Giovanni,2,0,"34.8",05/01/1996 0:00:00
THEBI,Liz Nixon,The Big Cheese,5,Chef Anton's Gumbo Mix,4,0,"21.35",11/17/1995 0:00:00
THEBI,Liz Nixon,The Big Cheese,38,Cote de Blaye,10,0,"263.5",01/30/1996 0:00:00
THEBI,Liz Nixon,The Big Cheese,34,Sasquatch Ale,10,0,14,01/30/1996 0:00:00
THEBI,Liz Nixon,The Big Cheese,16,Pavlova,10,0,"13.9",10/21/1994 0:00:00
THEBI,Liz Nixon,The Big Cheese,36,Inlagd Sill,5,0,19,11/17/1995 0:00:00
THECR,Liu Wong,The Cracker Box,52,Filo Mix,10,0,7,05/06/1996 0:00:00
THECR,Liu Wong,The Cracker Box,67,Laughing Lumberjack Lager,3,0,14,01/12/1996 0:00:00
THECR,Liu Wong,The Cracker Box,44,Gula Malacca,10,0,"19.45",09/07/1995 0:00:00
THECR,Liu Wong,The Cracker Box,40,Boston Crab Meat,10,0,"18.4",05/06/1996 0:00:00
THECR,Liu Wong,The Cracker Box,29,Thuringer Rostbratwurst,6,0,"123.79",09/07/1995 0:00:00
THECR,Liu Wong,The Cracker Box,28,Rossle Sauerkraut,10,0,"45.6",09/07/1995 0:00:00
THECR,Liu Wong,The Cracker Box,10,Ikura,6,0,31,01/12/1996 0:00:00
THECR,Liu Wong,The Cracker Box,1,Chai,4,0,18,05/06/1996 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,19,Teatime Chocolate Biscuits,12,"0.1","7.3",03/17/1995 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,51,Manjimup Dried Apples,40,0,"42.4",08/05/1994 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,31,Gorgonzola Telino,3,"0.1",10,03/17/1995 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,24,Guarana Fantastica,20,"0.1","3.6",03/17/1995 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,41,Jack's New England Clam Chowder,14,0,"9.65",06/26/1995 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,14,Tofu,9,0,"18.6",08/05/1994 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,49,Maxilaku,40,0,20,04/22/1996 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,19,Teatime Chocolate Biscuits,15,"0.2","7.3",03/09/1995 0:00:00
TOMSP,Karin Josephs,Toms Spezialitaten,52,Filo Mix,15,"0.1","5.6",03/17/1995 0:00:00
